Direction,Year,Date,Weekday,Current_Match,Country,Commodity,Transport_Mode,Measure,Value,Cumulative
Exports,2016,26/03/2016,Saturday,28/03/2020,Japan,All,All,$,20000000,451000000
Exports,2016,27/03/2016,Sunday,29/03/2020,Japan,All,All,$,1000000,453000000
Exports,2016,28/03/2016,Monday,30/03/2020,Japan,All,All,$,6000000,459000000
Exports,2016,29/03/2016,Tuesday,31/03/2020,Japan,All,All,$,5000000,463000000
Exports,2017,04/02/2017,Saturday,01/02/2020,Japan,All,All,$,5000000,5000000
Exports,2017,05/02/2017,Sunday,02/02/2020,Japan,All,All,$,1000000,6000000
Exports,2017,06/02/2017,Monday,03/02/2020,Japan,All,All,$,2000000,7000000
Exports,2017,07/02/2017,Tuesday,04/02/2020,Japan,All,All,$,4000000,11000000
Exports,2017,08/02/2017,Wednesday,05/02/2020,Japan,All,All,$,10000000,22000000
Exports,2017,09/02/2017,Thursday,06/02/2020,Japan,All,All,$,6000000,27000000
Exports,2017,10/02/2017,Friday,07/02/2020,Japan,All,All,$,10000000,38000000
Exports,2017,11/02/2017,Saturday,08/02/2020,Japan,All,All,$,3000000,41000000
Exports,2017,12/02/2017,Sunday,09/02/2020,Japan,All,All,$,1000000,42000000
Exports,2017,13/02/2017,Monday,10/02/2020,Japan,All,All,$,5000000,47000000
Exports,2017,14/02/2017,Tuesday,11/02/2020,Japan,All,All,$,6000000,52000000
Exports,2017,15/02/2017,Wednesday,12/02/2020,Japan,All,All,$,2000000,54000000
Exports,2017,16/02/2017,Thursday,13/02/2020,Japan,All,All,$,5000000,59000000
Exports,2017,17/02/2017,Friday,14/02/2020,Japan,All,All,$,17000000,76000000
Exports,2017,18/02/2017,Saturday,15/02/2020,Japan,All,All,$,1000000,77000000
Exports,2017,19/02/2017,Sunday,16/02/2020,Japan,All,All,$,0,78000000
Exports,2017,20/02/2017,Monday,17/02/2020,Japan,All,All,$,48000000,126000000
Exports,2017,21/02/2017,Tuesday,18/02/2020,Japan,All,All,$,6000000,132000000
Exports,2017,22/02/2017,Wednesday,19/02/2020,Japan,All,All,$,12000000,143000000
Exports,2017,23/02/2017,Thursday,20/02/2020,Japan,All,All,$,5000000,148000000
Exports,2017,24/02/2017,Friday,21/02/2020,Japan,All,All,$,12000000,160000000
Exports,2017,25/02/2017,Saturday,22/02/2020,Japan,All,All,$,5000000,165000000
Exports,2017,26/02/2017,Sunday,23/02/2020,Japan,All,All,$,2000000,167000000
Exports,2017,27/02/2017,Monday,24/02/2020,Japan,All,All,$,3000000,170000000
Exports,2017,28/02/2017,Tuesday,25/02/2020,Japan,All,All,$,6000000,175000000
Exports,2017,01/03/2017,Wednesday,26/02/2020,Japan,All,All,$,5000000,180000000
Exports,2017,02/03/2017,Thursday,27/02/2020,Japan,All,All,$,15000000,195000000
Exports,2017,03/03/2017,Friday,28/02/2020,Japan,All,All,$,13000000,208000000
Exports,2017,04/03/2017,Saturday,29/02/2020,Japan,All,All,$,2000000,210000000
Exports,2017,05/03/2017,Sunday,01/03/2020,Japan,All,All,$,7000000,217000000
Exports,2017,06/03/2017,Monday,02/03/2020,Japan,All,All,$,4000000,221000000
Exports,2017,07/03/2017,Tuesday,03/03/2020,Japan,All,All,$,5000000,226000000
Exports,2017,08/03/2017,Wednesday,04/03/2020,Japan,All,All,$,9000000,235000000
Exports,2017,09/03/2017,Thursday,05/03/2020,Japan,All,All,$,7000000,242000000
Exports,2017,10/03/2017,Friday,06/03/2020,Japan,All,All,$,16000000,257000000
Exports,2017,11/03/2017,Saturday,07/03/2020,Japan,All,All,$,2000000,259000000
Exports,2017,12/03/2017,Sunday,08/03/2020,Japan,All,All,$,1000000,261000000
Exports,2017,13/03/2017,Monday,09/03/2020,Japan,All,All,$,2000000,262000000
Exports,2017,14/03/2017,Tuesday,10/03/2020,Japan,All,All,$,6000000,268000000
Exports,2017,15/03/2017,Wednesday,11/03/2020,Japan,All,All,$,53000000,320000000
Exports,2017,16/03/2017,Thursday,12/03/2020,Japan,All,All,$,6000000,326000000
Exports,2017,17/03/2017,Friday,13/03/2020,Japan,All,All,$,15000000,341000000
Exports,2017,18/03/2017,Saturday,14/03/2020,Japan,All,All,$,2000000,343000000
Exports,2017,19/03/2017,Sunday,15/03/2020,Japan,All,All,$,1000000,345000000
Exports,2017,20/03/2017,Monday,16/03/2020,Japan,All,All,$,2000000,347000000
Exports,2017,21/03/2017,Tuesday,17/03/2020,Japan,All,All,$,7000000,355000000
Exports,2017,22/03/2017,Wednesday,18/03/2020,Japan,All,All,$,9000000,363000000
Exports,2017,23/03/2017,Thursday,19/03/2020,Japan,All,All,$,10000000,373000000
Exports,2017,24/03/2017,Friday,20/03/2020,Japan,All,All,$,26000000,399000000
Exports,2017,25/03/2017,Saturday,21/03/2020,Japan,All,All,$,1000000,401000000
Exports,2017,26/03/2017,Sunday,22/03/2020,Japan,All,All,$,8000000,409000000
Exports,2017,27/03/2017,Monday,23/03/2020,Japan,All,All,$,5000000,414000000
Exports,2017,28/03/2017,Tuesday,24/03/2020,Japan,All,All,$,15000000,428000000
Exports,2017,29/03/2017,Wednesday,25/03/2020,Japan,All,All,$,3000000,432000000
Exports,2017,30/03/2017,Thursday,26/03/2020,Japan,All,All,$,24000000,455000000
Exports,2017,31/03/2017,Friday,27/03/2020,Japan,All,All,$,11000000,466000000
Exports,2017,01/04/2017,Saturday,28/03/2020,Japan,All,All,$,2000000,467000000
Exports,2017,02/04/2017,Sunday,29/03/2020,Japan,All,All,$,1000000,468000000
Exports,2017,03/04/2017,Monday,30/03/2020,Japan,All,All,$,5000000,473000000
Exports,2017,04/04/2017,Tuesday,31/03/2020,Japan,All,All,$,9000000,482000000
Exports,2018,03/02/2018,Saturday,01/02/2020,Japan,All,All,$,2000000,2000000
Exports,2018,04/02/2018,Sunday,02/02/2020,Japan,All,All,$,1000000,3000000
Exports,2018,05/02/2018,Monday,03/02/2020,Japan,All,All,$,1000000,4000000
Exports,2018,06/02/2018,Tuesday,04/02/2020,Japan,All,All,$,8000000,12000000
Exports,2018,07/02/2018,Wednesday,05/02/2020,Japan,All,All,$,5000000,17000000
Exports,2018,08/02/2018,Thursday,06/02/2020,Japan,All,All,$,5000000,22000000
Exports,2018,09/02/2018,Friday,07/02/2020,Japan,All,All,$,19000000,41000000
Exports,2018,10/02/2018,Saturday,08/02/2020,Japan,All,All,$,1000000,42000000
Exports,2018,11/02/2018,Sunday,09/02/2020,Japan,All,All,$,1000000,43000000
Exports,2018,12/02/2018,Monday,10/02/2020,Japan,All,All,$,4000000,47000000
Exports,2018,13/02/2018,Tuesday,11/02/2020,Japan,All,All,$,5000000,52000000
Exports,2018,14/02/2018,Wednesday,12/02/2020,Japan,All,All,$,1000000,53000000
Exports,2018,15/02/2018,Thursday,13/02/2020,Japan,All,All,$,8000000,60000000
Exports,2018,16/02/2018,Friday,14/02/2020,Japan,All,All,$,28000000,89000000
Exports,2018,17/02/2018,Saturday,15/02/2020,Japan,All,All,$,1000000,90000000
Exports,2018,18/02/2018,Sunday,16/02/2020,Japan,All,All,$,49000000,139000000
Exports,2018,19/02/2018,Monday,17/02/2020,Japan,All,All,$,2000000,142000000
Exports,2018,20/02/2018,Tuesday,18/02/2020,Japan,All,All,$,5000000,146000000
Exports,2018,21/02/2018,Wednesday,19/02/2020,Japan,All,All,$,8000000,155000000
Exports,2018,22/02/2018,Thursday,20/02/2020,Japan,All,All,$,4000000,159000000
Exports,2018,23/02/2018,Friday,21/02/2020,Japan,All,All,$,22000000,181000000
Exports,2018,24/02/2018,Saturday,22/02/2020,Japan,All,All,$,3000000,183000000
Exports,2018,25/02/2018,Sunday,23/02/2020,Japan,All,All,$,2000000,185000000
Exports,2018,26/02/2018,Monday,24/02/2020,Japan,All,All,$,2000000,187000000
Exports,2018,27/02/2018,Tuesday,25/02/2020,Japan,All,All,$,5000000,192000000
Exports,2018,28/02/2018,Wednesday,26/02/2020,Japan,All,All,$,22000000,214000000
Exports,2018,01/03/2018,Thursday,27/02/2020,Japan,All,All,$,6000000,219000000
Exports,2018,02/03/2018,Friday,28/02/2020,Japan,All,All,$,16000000,235000000
Exports,2018,03/03/2018,Saturday,29/02/2020,Japan,All,All,$,2000000,238000000
Exports,2018,04/03/2018,Sunday,01/03/2020,Japan,All,All,$,5000000,243000000
Exports,2018,05/03/2018,Monday,02/03/2020,Japan,All,All,$,5000000,248000000
Exports,2018,06/03/2018,Tuesday,03/03/2020,Japan,All,All,$,5000000,253000000
Exports,2018,07/03/2018,Wednesday,04/03/2020,Japan,All,All,$,5000000,257000000
Exports,2018,08/03/2018,Thursday,05/03/2020,Japan,All,All,$,8000000,265000000
Exports,2018,09/03/2018,Friday,06/03/2020,Japan,All,All,$,14000000,279000000
Exports,2018,10/03/2018,Saturday,07/03/2020,Japan,All,All,$,3000000,282000000
Exports,2018,11/03/2018,Sunday,08/03/2020,Japan,All,All,$,5000000,287000000
Exports,2018,12/03/2018,Monday,09/03/2020,Japan,All,All,$,5000000,292000000
Exports,2018,13/03/2018,Tuesday,10/03/2020,Japan,All,All,$,5000000,297000000
Exports,2018,14/03/2018,Wednesday,11/03/2020,Japan,All,All,$,9000000,306000000
Exports,2018,15/03/2018,Thursday,12/03/2020,Japan,All,All,$,5000000,311000000
Exports,2018,16/03/2018,Friday,13/03/2020,Japan,All,All,$,18000000,329000000
Exports,2018,17/03/2018,Saturday,14/03/2020,Japan,All,All,$,1000000,330000000
Exports,2018,18/03/2018,Sunday,15/03/2020,Japan,All,All,$,1000000,331000000
Exports,2018,19/03/2018,Monday,16/03/2020,Japan,All,All,$,2000000,334000000
Exports,2018,20/03/2018,Tuesday,17/03/2020,Japan,All,All,$,5000000,339000000
Exports,2018,21/03/2018,Wednesday,18/03/2020,Japan,All,All,$,6000000,345000000
Exports,2018,22/03/2018,Thursday,19/03/2020,Japan,All,All,$,6000000,351000000
Exports,2018,23/03/2018,Friday,20/03/2020,Japan,All,All,$,19000000,370000000
Exports,2018,24/03/2018,Saturday,21/03/2020,Japan,All,All,$,3000000,373000000
Exports,2018,25/03/2018,Sunday,22/03/2020,Japan,All,All,$,1000000,374000000
Exports,2018,26/03/2018,Monday,23/03/2020,Japan,All,All,$,62000000,437000000
Exports,2018,27/03/2018,Tuesday,24/03/2020,Japan,All,All,$,9000000,446000000
Exports,2018,28/03/2018,Wednesday,25/03/2020,Japan,All,All,$,5000000,451000000
Exports,2018,29/03/2018,Thursday,26/03/2020,Japan,All,All,$,6000000,456000000
Exports,2018,30/03/2018,Friday,27/03/2020,Japan,All,All,$,12000000,468000000
Exports,2018,31/03/2018,Saturday,28/03/2020,Japan,All,All,$,25000000,493000000
Exports,2018,01/04/2018,Sunday,29/03/2020,Japan,All,All,$,5000000,498000000
Exports,2018,02/04/2018,Monday,30/03/2020,Japan,All,All,$,8000000,505000000
Exports,2018,03/04/2018,Tuesday,31/03/2020,Japan,All,All,$,6000000,511000000
Exports,2019,02/02/2019,Saturday,01/02/2020,Japan,All,All,$,3000000,3000000
Exports,2019,03/02/2019,Sunday,02/02/2020,Japan,All,All,$,4000000,7000000
Exports,2019,04/02/2019,Monday,03/02/2020,Japan,All,All,$,2000000,9000000
Exports,2019,05/02/2019,Tuesday,04/02/2020,Japan,All,All,$,5000000,14000000
Exports,2019,06/02/2019,Wednesday,05/02/2020,Japan,All,All,$,1000000,16000000
Exports,2019,07/02/2019,Thursday,06/02/2020,Japan,All,All,$,7000000,23000000
Exports,2019,08/02/2019,Friday,07/02/2020,Japan,All,All,$,18000000,40000000
Exports,2019,09/02/2019,Saturday,08/02/2020,Japan,All,All,$,1000000,42000000
Exports,2019,10/02/2019,Sunday,09/02/2020,Japan,All,All,$,1000000,43000000
Exports,2019,11/02/2019,Monday,10/02/2020,Japan,All,All,$,1000000,44000000
Exports,2019,12/02/2019,Tuesday,11/02/2020,Japan,All,All,$,9000000,53000000
Exports,2019,13/02/2019,Wednesday,12/02/2020,Japan,All,All,$,4000000,57000000
Exports,2019,14/02/2019,Thursday,13/02/2020,Japan,All,All,$,4000000,61000000
Exports,2019,15/02/2019,Friday,14/02/2020,Japan,All,All,$,25000000,87000000
Exports,2019,16/02/2019,Saturday,15/02/2020,Japan,All,All,$,1000000,88000000
Exports,2019,17/02/2019,Sunday,16/02/2020,Japan,All,All,$,2000000,90000000
Exports,2019,18/02/2019,Monday,17/02/2020,Japan,All,All,$,2000000,92000000
Exports,2019,19/02/2019,Tuesday,18/02/2020,Japan,All,All,$,63000000,155000000
Exports,2019,20/02/2019,Wednesday,19/02/2020,Japan,All,All,$,5000000,160000000
Exports,2019,21/02/2019,Thursday,20/02/2020,Japan,All,All,$,11000000,170000000
Exports,2019,22/02/2019,Friday,21/02/2020,Japan,All,All,$,20000000,191000000
Exports,2019,23/02/2019,Saturday,22/02/2020,Japan,All,All,$,1000000,192000000
Exports,2019,24/02/2019,Sunday,23/02/2020,Japan,All,All,$,11000000,202000000
Exports,2019,25/02/2019,Monday,24/02/2020,Japan,All,All,$,3000000,205000000
Exports,2019,26/02/2019,Tuesday,25/02/2020,Japan,All,All,$,4000000,209000000
Exports,2019,27/02/2019,Wednesday,26/02/2020,Japan,All,All,$,5000000,214000000
Exports,2019,28/02/2019,Thursday,27/02/2020,Japan,All,All,$,9000000,223000000
Exports,2019,01/03/2019,Friday,28/02/2020,Japan,All,All,$,11000000,234000000
Exports,2019,02/03/2019,Saturday,29/02/2020,Japan,All,All,$,8000000,242000000
Exports,2019,03/03/2019,Sunday,01/03/2020,Japan,All,All,$,2000000,244000000
Exports,2019,04/03/2019,Monday,02/03/2020,Japan,All,All,$,2000000,246000000
Exports,2019,05/03/2019,Tuesday,03/03/2020,Japan,All,All,$,9000000,255000000
Exports,2019,06/03/2019,Wednesday,04/03/2020,Japan,All,All,$,7000000,262000000
Exports,2019,07/03/2019,Thursday,05/03/2020,Japan,All,All,$,7000000,269000000
Exports,2019,08/03/2019,Friday,06/03/2020,Japan,All,All,$,10000000,280000000
Exports,2019,09/03/2019,Saturday,07/03/2020,Japan,All,All,$,1000000,281000000
Exports,2019,10/03/2019,Sunday,08/03/2020,Japan,All,All,$,2000000,284000000
Exports,2019,11/03/2019,Monday,09/03/2020,Japan,All,All,$,6000000,289000000
Exports,2019,12/03/2019,Tuesday,10/03/2020,Japan,All,All,$,5000000,294000000
Exports,2019,13/03/2019,Wednesday,11/03/2020,Japan,All,All,$,6000000,301000000
Exports,2019,14/03/2019,Thursday,12/03/2020,Japan,All,All,$,5000000,306000000
Exports,2019,15/03/2019,Friday,13/03/2020,Japan,All,All,$,17000000,322000000
Exports,2019,16/03/2019,Saturday,14/03/2020,Japan,All,All,$,0,323000000
Exports,2019,17/03/2019,Sunday,15/03/2020,Japan,All,All,$,42000000,364000000
Exports,2019,18/03/2019,Monday,16/03/2020,Japan,All,All,$,6000000,371000000
Exports,2019,19/03/2019,Tuesday,17/03/2020,Japan,All,All,$,10000000,381000000
Exports,2019,20/03/2019,Wednesday,18/03/2020,Japan,All,All,$,20000000,400000000
Exports,2019,21/03/2019,Thursday,19/03/2020,Japan,All,All,$,13000000,413000000
Exports,2019,22/03/2019,Friday,20/03/2020,Japan,All,All,$,12000000,425000000
Exports,2019,23/03/2019,Saturday,21/03/2020,Japan,All,All,$,22000000,446000000
Exports,2019,24/03/2019,Sunday,22/03/2020,Japan,All,All,$,5000000,452000000
Exports,2019,25/03/2019,Monday,23/03/2020,Japan,All,All,$,1000000,452000000
Exports,2019,26/03/2019,Tuesday,24/03/2020,Japan,All,All,$,7000000,459000000
Exports,2019,27/03/2019,Wednesday,25/03/2020,Japan,All,All,$,5000000,465000000
Exports,2019,28/03/2019,Thursday,26/03/2020,Japan,All,All,$,6000000,471000000
Exports,2019,29/03/2019,Friday,27/03/2020,Japan,All,All,$,38000000,508000000
Exports,2019,30/03/2019,Saturday,28/03/2020,Japan,All,All,$,2000000,510000000
Exports,2019,31/03/2019,Sunday,29/03/2020,Japan,All,All,$,2000000,511000000
Exports,2019,01/04/2019,Monday,30/03/2020,Japan,All,All,$,4000000,515000000
Exports,2019,02/04/2019,Tuesday,31/03/2020,Japan,All,All,$,15000000,530000000
Exports,2020,01/02/2020,Saturday,01/02/2020,Japan,All,All,$,1000000,1000000
Exports,2020,02/02/2020,Sunday,02/02/2020,Japan,All,All,$,7000000,7000000
Exports,2020,03/02/2020,Monday,03/02/2020,Japan,All,All,$,2000000,9000000
Exports,2020,04/02/2020,Tuesday,04/02/2020,Japan,All,All,$,6000000,15000000
Exports,2020,05/02/2020,Wednesday,05/02/2020,Japan,All,All,$,7000000,22000000
Exports,2020,06/02/2020,Thursday,06/02/2020,Japan,All,All,$,10000000,32000000
Exports,2020,07/02/2020,Friday,07/02/2020,Japan,All,All,$,19000000,51000000
Exports,2020,08/02/2020,Saturday,08/02/2020,Japan,All,All,$,0,51000000
Exports,2020,09/02/2020,Sunday,09/02/2020,Japan,All,All,$,4000000,56000000
Exports,2020,10/02/2020,Monday,10/02/2020,Japan,All,All,$,1000000,57000000
Exports,2020,11/02/2020,Tuesday,11/02/2020,Japan,All,All,$,8000000,65000000
Exports,2020,12/02/2020,Wednesday,12/02/2020,Japan,All,All,$,4000000,69000000
Exports,2020,13/02/2020,Thursday,13/02/2020,Japan,All,All,$,7000000,76000000
Exports,2020,14/02/2020,Friday,14/02/2020,Japan,All,All,$,14000000,91000000
Exports,2020,15/02/2020,Saturday,15/02/2020,Japan,All,All,$,7000000,97000000
Exports,2020,16/02/2020,Sunday,16/02/2020,Japan,All,All,$,12000000,109000000
Exports,2020,17/02/2020,Monday,17/02/2020,Japan,All,All,$,3000000,112000000
Exports,2020,18/02/2020,Tuesday,18/02/2020,Japan,All,All,$,57000000,169000000
Exports,2020,19/02/2020,Wednesday,19/02/2020,Japan,All,All,$,5000000,174000000
Exports,2020,20/02/2020,Thursday,20/02/2020,Japan,All,All,$,8000000,182000000
Exports,2020,21/02/2020,Friday,21/02/2020,Japan,All,All,$,33000000,215000000
Exports,2020,22/02/2020,Saturday,22/02/2020,Japan,All,All,$,1000000,216000000
Exports,2020,23/02/2020,Sunday,23/02/2020,Japan,All,All,$,5000000,221000000
Exports,2020,24/02/2020,Monday,24/02/2020,Japan,All,All,$,4000000,225000000
Exports,2020,25/02/2020,Tuesday,25/02/2020,Japan,All,All,$,4000000,229000000
Exports,2020,26/02/2020,Wednesday,26/02/2020,Japan,All,All,$,3000000,233000000
Exports,2020,27/02/2020,Thursday,27/02/2020,Japan,All,All,$,3000000,236000000
Exports,2020,28/02/2020,Friday,28/02/2020,Japan,All,All,$,8000000,244000000
Exports,2020,29/02/2020,Saturday,29/02/2020,Japan,All,All,$,1000000,244000000
Exports,2020,01/03/2020,Sunday,01/03/2020,Japan,All,All,$,1000000,246000000
Exports,2020,02/03/2020,Monday,02/03/2020,Japan,All,All,$,4000000,250000000
Exports,2020,03/03/2020,Tuesday,03/03/2020,Japan,All,All,$,7000000,257000000
Exports,2020,04/03/2020,Wednesday,04/03/2020,Japan,All,All,$,6000000,263000000
Exports,2020,05/03/2020,Thursday,05/03/2020,Japan,All,All,$,14000000,277000000
Exports,2020,06/03/2020,Friday,06/03/2020,Japan,All,All,$,19000000,296000000
Exports,2020,07/03/2020,Saturday,07/03/2020,Japan,All,All,$,3000000,299000000
Exports,2020,08/03/2020,Sunday,08/03/2020,Japan,All,All,$,3000000,302000000
Exports,2020,09/03/2020,Monday,09/03/2020,Japan,All,All,$,7000000,309000000
Exports,2020,10/03/2020,Tuesday,10/03/2020,Japan,All,All,$,5000000,314000000
Exports,2020,11/03/2020,Wednesday,11/03/2020,Japan,All,All,$,17000000,331000000
Exports,2020,12/03/2020,Thursday,12/03/2020,Japan,All,All,$,8000000,339000000
Exports,2020,13/03/2020,Friday,13/03/2020,Japan,All,All,$,25000000,364000000
Exports,2020,14/03/2020,Saturday,14/03/2020,Japan,All,All,$,5000000,370000000
Exports,2020,15/03/2020,Sunday,15/03/2020,Japan,All,All,$,10000000,379000000
Exports,2020,16/03/2020,Monday,16/03/2020,Japan,All,All,$,4000000,383000000
Exports,2020,17/03/2020,Tuesday,17/03/2020,Japan,All,All,$,26000000,410000000
Exports,2020,18/03/2020,Wednesday,18/03/2020,Japan,All,All,$,7000000,417000000
Exports,2020,19/03/2020,Thursday,19/03/2020,Japan,All,All,$,52000000,469000000
Exports,2020,20/03/2020,Friday,20/03/2020,Japan,All,All,$,22000000,491000000
Exports,2020,21/03/2020,Saturday,21/03/2020,Japan,All,All,$,2000000,493000000
Exports,2020,22/03/2020,Sunday,22/03/2020,Japan,All,All,$,3000000,496000000
Exports,2020,23/03/2020,Monday,23/03/2020,Japan,All,All,$,2000000,498000000
Exports,2020,24/03/2020,Tuesday,24/03/2020,Japan,All,All,$,9000000,507000000
Exports,2020,25/03/2020,Wednesday,25/03/2020,Japan,All,All,$,9000000,517000000
Exports,2020,26/03/2020,Thursday,26/03/2020,Japan,All,All,$,10000000,527000000
Exports,2020,27/03/2020,Friday,27/03/2020,Japan,All,All,$,30000000,557000000
Exports,2020,28/03/2020,Saturday,28/03/2020,Japan,All,All,$,24000000,581000000
Exports,2020,29/03/2020,Sunday,29/03/2020,Japan,All,All,$,3000000,584000000
Exports,2020,30/03/2020,Monday,30/03/2020,Japan,All,All,$,5000000,589000000
Exports,2020,31/03/2020,Tuesday,31/03/2020,Japan,All,All,$,7000000,596000000
Exports,2015,31/01/2015,Saturday,01/02/2020,European Union (28),All,All,$,21000000,21000000
Exports,2015,01/02/2015,Sunday,02/02/2020,European Union (28),All,All,$,16000000,37000000
Exports,2015,02/02/2015,Monday,03/02/2020,European Union (28),All,All,$,29000000,65000000
Exports,2015,03/02/2015,Tuesday,04/02/2020,European Union (28),All,All,$,7000000,73000000
Exports,2015,04/02/2015,Wednesday,05/02/2020,European Union (28),All,All,$,2000000,75000000
Exports,2015,05/02/2015,Thursday,06/02/2020,European Union (28),All,All,$,12000000,87000000
Exports,2015,06/02/2015,Friday,07/02/2020,European Union (28),All,All,$,11000000,98000000
Exports,2015,07/02/2015,Saturday,08/02/2020,European Union (28),All,All,$,18000000,117000000
Exports,2015,08/02/2015,Sunday,09/02/2020,European Union (28),All,All,$,13000000,129000000
Exports,2015,09/02/2015,Monday,10/02/2020,European Union (28),All,All,$,31000000,160000000
Exports,2015,10/02/2015,Tuesday,11/02/2020,European Union (28),All,All,$,8000000,168000000
Exports,2015,11/02/2015,Wednesday,12/02/2020,European Union (28),All,All,$,4000000,171000000
Exports,2015,12/02/2015,Thursday,13/02/2020,European Union (28),All,All,$,17000000,188000000
Exports,2015,13/02/2015,Friday,14/02/2020,European Union (28),All,All,$,12000000,200000000
Exports,2015,14/02/2015,Saturday,15/02/2020,European Union (28),All,All,$,19000000,218000000
Exports,2015,15/02/2015,Sunday,16/02/2020,European Union (28),All,All,$,12000000,230000000
Exports,2015,16/02/2015,Monday,17/02/2020,European Union (28),All,All,$,30000000,261000000
Exports,2015,17/02/2015,Tuesday,18/02/2020,European Union (28),All,All,$,10000000,271000000
Exports,2015,18/02/2015,Wednesday,19/02/2020,European Union (28),All,All,$,13000000,283000000
Exports,2015,19/02/2015,Thursday,20/02/2020,European Union (28),All,All,$,19000000,302000000
Exports,2015,20/02/2015,Friday,21/02/2020,European Union (28),All,All,$,17000000,319000000
Exports,2015,21/02/2015,Saturday,22/02/2020,European Union (28),All,All,$,21000000,340000000
Exports,2015,22/02/2015,Sunday,23/02/2020,European Union (28),All,All,$,9000000,349000000
Exports,2015,23/02/2015,Monday,24/02/2020,European Union (28),All,All,$,26000000,375000000
Exports,2015,24/02/2015,Tuesday,25/02/2020,European Union (28),All,All,$,2000000,377000000
Exports,2015,25/02/2015,Wednesday,26/02/2020,European Union (28),All,All,$,5000000,382000000
Exports,2015,26/02/2015,Thursday,27/02/2020,European Union (28),All,All,$,10000000,392000000
Exports,2015,27/02/2015,Friday,28/02/2020,European Union (28),All,All,$,5000000,397000000
Exports,2015,28/02/2015,Saturday,29/02/2020,European Union (28),All,All,$,9000000,406000000
Exports,2015,01/03/2015,Sunday,01/03/2020,European Union (28),All,All,$,14000000,420000000
Exports,2015,02/03/2015,Monday,02/03/2020,European Union (28),All,All,$,40000000,460000000
Exports,2015,03/03/2015,Tuesday,03/03/2020,European Union (28),All,All,$,20000000,480000000
Exports,2015,04/03/2015,Wednesday,04/03/2020,European Union (28),All,All,$,11000000,491000000
Exports,2015,05/03/2015,Thursday,05/03/2020,European Union (28),All,All,$,14000000,505000000
Exports,2015,06/03/2015,Friday,06/03/2020,European Union (28),All,All,$,9000000,515000000
Exports,2015,07/03/2015,Saturday,07/03/2020,European Union (28),All,All,$,21000000,536000000
Exports,2015,08/03/2015,Sunday,08/03/2020,European Union (28),All,All,$,15000000,550000000
Exports,2015,09/03/2015,Monday,09/03/2020,European Union (28),All,All,$,29000000,579000000
Exports,2015,10/03/2015,Tuesday,10/03/2020,European Union (28),All,All,$,8000000,587000000
Exports,2015,11/03/2015,Wednesday,11/03/2020,European Union (28),All,All,$,4000000,591000000
Exports,2015,12/03/2015,Thursday,12/03/2020,European Union (28),All,All,$,15000000,606000000
Exports,2015,13/03/2015,Friday,13/03/2020,European Union (28),All,All,$,11000000,617000000
Exports,2015,14/03/2015,Saturday,14/03/2020,European Union (28),All,All,$,9000000,626000000
Exports,2015,15/03/2015,Sunday,15/03/2020,European Union (28),All,All,$,16000000,642000000
Exports,2015,16/03/2015,Monday,16/03/2020,European Union (28),All,All,$,35000000,677000000
Exports,2015,17/03/2015,Tuesday,17/03/2020,European Union (28),All,All,$,5000000,682000000
Exports,2015,18/03/2015,Wednesday,18/03/2020,European Union (28),All,All,$,6000000,688000000
Exports,2015,19/03/2015,Thursday,19/03/2020,European Union (28),All,All,$,24000000,712000000
Exports,2015,20/03/2015,Friday,20/03/2020,European Union (28),All,All,$,12000000,724000000
Exports,2015,21/03/2015,Saturday,21/03/2020,European Union (28),All,All,$,24000000,748000000
Exports,2015,22/03/2015,Sunday,22/03/2020,European Union (28),All,All,$,22000000,770000000
Exports,2015,23/03/2015,Monday,23/03/2020,European Union (28),All,All,$,32000000,801000000
Exports,2015,24/03/2015,Tuesday,24/03/2020,European Union (28),All,All,$,9000000,810000000
Exports,2015,25/03/2015,Wednesday,25/03/2020,European Union (28),All,All,$,6000000,816000000
Exports,2015,26/03/2015,Thursday,26/03/2020,European Union (28),All,All,$,16000000,832000000
Exports,2015,27/03/2015,Friday,27/03/2020,European Union (28),All,All,$,12000000,844000000
Exports,2015,28/03/2015,Saturday,28/03/2020,European Union (28),All,All,$,16000000,860000000
Exports,2015,29/03/2015,Sunday,29/03/2020,European Union (28),All,All,$,14000000,875000000
Exports,2015,30/03/2015,Monday,30/03/2020,European Union (28),All,All,$,30000000,904000000
Exports,2015,31/03/2015,Tuesday,31/03/2020,European Union (28),All,All,$,5000000,909000000
Exports,2016,30/01/2016,Saturday,01/02/2020,European Union (28),All,All,$,24000000,24000000
Exports,2016,31/01/2016,Sunday,02/02/2020,European Union (28),All,All,$,11000000,35000000
Exports,2016,01/02/2016,Monday,03/02/2020,European Union (28),All,All,$,37000000,73000000
Exports,2016,02/02/2016,Tuesday,04/02/2020,European Union (28),All,All,$,13000000,85000000
Exports,2016,03/02/2016,Wednesday,05/02/2020,European Union (28),All,All,$,14000000,99000000
Exports,2016,04/02/2016,Thursday,06/02/2020,European Union (28),All,All,$,18000000,117000000
Exports,2016,05/02/2016,Friday,07/02/2020,European Union (28),All,All,$,15000000,132000000
Exports,2016,06/02/2016,Saturday,08/02/2020,European Union (28),All,All,$,19000000,151000000
Exports,2016,07/02/2016,Sunday,09/02/2020,European Union (28),All,All,$,11000000,162000000
Exports,2016,08/02/2016,Monday,10/02/2020,European Union (28),All,All,$,27000000,189000000
